name,kind,dom,ctry,cat,scat,spec,ext,desc,deleted,new,SISO,alt
CIS_PLAT_LAND_ADUE_P_270_MOSKIT_KH_41_LNCHR,1,1,222,28,19,0,0,P-270 Moskit (Kh-41) launcher,1,0,0,CIS_PLAT_LAND_ADUE
CIS_PLAT_LAND_ADUE_M51_LNCHR,1,1,222,28,20,0,0,M51 launcher,1,0,0,CIS_PLAT_LAND_ADUE
CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE,1,1,222,28,21,0,0,SA-20 Gargoyle SAM System ,0,0,0,CIS_PLAT_LAND_ADUE
CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE_SA_20_GROUP_OF_BNS_CP_VEH_54K6,1,1,222,28,21,1,0,SA-20 Group of Battalions CP Vehicle (54K6),0,0,0,CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE
CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE_SA_20_MSL_LNCHR_5P85,1,1,222,28,21,2,0,SA-20 Missile Launcher (5P85),0,0,0,CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE
CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE_SA_20_TOMB_STONE_BN_CP_30N6E1,1,1,222,28,21,3,0,SA-20 Tomb Stone Engagement Radar/Battalion CP (30N6E1),0,0,0,CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE
CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE_SA_20_MSL_TRANS_RELOAD_VEH_22T6,1,1,222,28,21,4,0,SA-20 Missile Transport/Reload Vehicle (22T6),0,0,0,CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE
CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE_SA_20_BIG_BIRD_64N6,1,1,222,28,21,5,0,SA-20 Big Bird Acquisition Radar (64N6),0,0,0,CIS_PLAT_LAND_ADUE_SA_20_GARGOYLE
CIS_PLAT_LAND_ADUE_SA_22_GREYHOUND,1,1,222,28,22,0,0,SA-22 Greyhound System ,0,1,1,CIS_PLAT_LAND_ADUE
CIS_PLAT_LAND_ADUE_SA_22_PANTSIR_S_TELAR,1,1,222,28,22,1,0,SA-22 Pantsir-S TELAR,0,1,1,CIS_PLAT_LAND_ADUE_SA_22_GREYHOUND
CIS_PLAT_LAND_ADUE_SA_22_PANTSIR_S1_TELAR,1,1,222,28,22,2,0,SA-22 Pantsir-S1 TELAR,0,1,1,CIS_PLAT_LAND_ADUE_SA_22_GREYHOUND
CIS_PLAT_LAND_C3I,1,1,222,29,0,0,0,C.I.S. Land Platforms Command Control Communications and Intelligence (C3I) System,0,0,0,0
CIS_PLAT_LAND_OPS,1,1,222,30,0,0,0,C.I.S. Land Platforms Operations Facility,0,0,0,0
CIS_PLAT_LAND_INT,1,1,222,31,0,0,0,C.I.S. Land Platforms Intelligence Facility,0,0,0,0
CIS_PLAT_LAND_SURV,1,1,222,32,0,0,0,C.I.S. Land Platforms Surveillance Facility,0,0,0,0
CIS_PLAT_LAND_COMU,1,1,222,33,0,0,0,C.I.S. Land Platforms Communications Facility,0,0,0,0
CIS_PLAT_LAND_COM,1,1,222,34,0,0,0,C.I.S. Land Platforms Command Facility,0,0,0,0
CIS_PLAT_LAND_C4I,1,1,222,35,0,0,0,C.I.S. Land Platforms C4I Facility,0,0,0,0
CIS_PLAT_LAND_CTRL,1,1,222,36,0,0,0,C.I.S. Land Platforms Control Facility,0,0,0,0
CIS_PLAT_LAND_FIRE,1,1,222,37,0,0,0,C.I.S. Land Platforms Fire Control Facility,0,0,0,0
CIS_PLAT_LAND_MDEF,1,1,222,38,0,0,0,C.I.S. Land Platforms Missile Defense Facility,0,0,0,0
CIS_PLAT_LAND_FCOM,1,1,222,39,0,0,0,C.I.S. Land Platforms Field Command Post,0,0,0,0
CIS_PLAT_LAND_OBS,1,1,222,40,0,0,0,C.I.S. Land Platforms Observation Post,0,0,0,0
CIS_PLAT_LAND_GWV,1,1,222,41,0,0,0,C.I.S. Land Platforms General Wheeled Vehicles,0,0,0,0
CIS_PLAT_LAND_GWV_SMALL_TRUCK,1,1,222,41,1,0,0,Small truck,0,0,0,CIS_PLAT_LAND_GWV
CIS_PLAT_LAND_GWV_MED_TRUCK,1,1,222,41,2,0,0,Medium truck,0,0,0,CIS_PLAT_LAND_GWV_SMALL_TRUCK
CIS_PLAT_LAND_GWV_LARGE_TRUCK,1,1,222,41,3,0,0,Large truck,0,0,0,CIS_PLAT_LAND_GWV_MED_TRUCK
CIS_PLAT_LAND_GWV_TEL_CRANE_TRUCK,1,1,222,41,4,0,0,TEL crane truck,0,0,0,CIS_PLAT_LAND_GWV
CIS_PLAT_LAND_GWV_MSL_FUEL_TRUCK,1,1,222,41,5,0,0,Missile fuel truck,0,0,0,CIS_PLAT_LAND_GWV
CIS_PLAT_LAND_GWV_TRAC_TRAILER_TRUCK,1,1,222,41,6,0,0,Tractor trailer truck,0,0,0,CIS_PLAT_LAND_GWV
CIS_PLAT_LAND_GWV_MSL_COM_TRUCK,1,1,222,41,7,0,0,Missile command truck,0,0,0,CIS_PLAT_LAND_GWV
CIS_PLAT_LAND_GWV_MSL_WARHEAD_TRUCK,1,1,222,41,8,0,0,Missile warhead truck,0,0,0,CIS_PLAT_LAND_GWV
CIS_PLAT_LAND_GWV_ARTY_COM_AND_RECON_VEH,1,1,222,41,9,0,0,Artillery command and reconnaissance vehicle,0,0,0,CIS_PLAT_LAND_GWV
CIS_PLAT_LAND_CIV_SINGLE_UNIT_CARGO_TRUCK,1,1,222,83,0,0,0,Single Unit Cargo Truck,0,1,1,0
CIS_PLAT_LAND_CIV_MINI_PICKUP_TRUCK,1,1,222,83,1,0,0,Mini Pickup Truck,0,1,1,CIS_PLAT_LAND_CIV_SINGLE_UNIT_CARGO_TRUCK
CIS_PLAT_LAND_CIV_MID_SIZE_PICKUP_TRUCK,1,1,222,83,2,0,0,Mid-Size Pickup Truck,0,1,1,CIS_PLAT_LAND_CIV_SINGLE_UNIT_CARGO_TRUCK
UK_PLAT_LAND_TANK,1,1,224,1,0,0,0,U.K. Land Platforms Tank,0,0,0,0
UK_PLAT_LAND_TANK_CHIEFTAIN,1,1,224,1,1,0,0,Chieftain,0,0,0,UK_PLAT_LAND_TANK
UK_PLAT_LAND_TANK_CHALLENGER,1,1,224,1,2,0,0,Challenger,0,0,0,UK_PLAT_LAND_TANK
UK_PLAT_LAND_TANK_CHALLENGER_MARK_I,1,1,224,1,2,1,0,Challenger Mark I,0,0,0,UK_PLAT_LAND_TANK_CHALLENGER
UK_PLAT_LAND_TANK_CHALLENGER_MARK_II,1,1,224,1,2,2,0,Challenger Mark II,0,0,0,UK_PLAT_LAND_TANK_CHALLENGER
UK_PLAT_LAND_AFV,1,1,224,2,0,0,0,U.K. Land Platforms Armored fighting vehicle,0,0,0,0
UK_PLAT_LAND_AFV_FV_432_APC,1,1,224,2,1,0,0,FV 432 (APC),0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_FV_432_APC_AMB,1,1,224,2,1,1,0,FV 432 (APC) Ambulance,0,0,0,UK_PLAT_LAND_AFV_FV_432_APC
UK_PLAT_LAND_AFV_FV_432_APC_81MM_MORTAR_CARR,1,1,224,2,1,2,0,FV 432 (APC) 81mm mortar carrier,0,0,0,UK_PLAT_LAND_AFV_FV_432_APC
UK_PLAT_LAND_AFV_FV_103_SPARTAN_APC,1,1,224,2,2,0,0,FV 103 Spartan (APC),0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_FV_601_SALADIN,1,1,224,2,3,0,0,FV 601 Saladin,0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_FV_107_SCIMITAR,1,1,224,2,4,0,0,FV 107 Scimitar,0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_DELETED,1,1,224,2,5,0,0,(deleted),1,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_FV_603_SARACEN,1,1,224,2,6,0,0,FV 603 Saracen,0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_AT_105_SAXON,1,1,224,2,7,0,0,AT 105 Saxon,0,0,0,UK_PLAT_LAND_AFV
