value,name,desc,prv,bv,bumper,div,bde,new
1,EM_USARMY_BN_28_2ND_COMB_ARM_BN,2nd Comb Arm Bn,32,0,2CAB,28,1,1
2,EM_USARMY_BN_28_FIRES_5BCT_1AD,FIRES/5BCT/1AD,32,0,FIRES,28,1,1
3,EM_USARMY_BN_28_1ST_COMB_ARM_BN,1st Comb Arm Bn,32,0,1CAB,28,1,1
4,EM_USARMY_BN_28_5TH_BCT_1AD,5th BCT/1AD,32,0,5BCT,28,1,1
5,EM_USARMY_BN_28_ARS_1AD,ARS/1AD,32,0,ARS,28,1,1
6,EM_USARMY_BN_28_BSB_1AD,BSB/1AD,32,0,BSB,28,1,1
7,EM_USARMY_BN_28_BSTB_1AD,BSTB/1AD,32,0,BSTB,28,1,1
8,EM_USARMY_BN_28_NTC,NTC,32,0,NTC,28,1,1
