value,name,desc,prv,bv,bumper,div,bde,new
1,EM_USARMY_BN_26_1_CIVILIAN,1 Civilian,32,0,1CIV,26,1,1
2,EM_USARMY_BN_26_2_CIVILIAN,2 Civilian,32,0,2CIV,26,1,1
