value,name,desc,prv,bv,bumper,div,bde,new
1,EM_USARMY_BN_15_2TK_2DIV,2TK/2DIV,32,0,2TK,15,1,1
2,EM_USARMY_BN_15_2LAR_2DIV,2LAR/2DIV,32,0,2LAR,15,1,1
