value,name,desc,prv,bv,bumper,div,bde,new
1,EM_USARMY_BN_11_1B508_173AB_SETF,1B508/173AB/SETF,32,0,1-508IN,11,1,1
2,EM_USARMY_BN_11_2B503_173AB_SETF,2B503/173AB/SETF,32,0,2-503IN,11,1,1
3,EM_USARMY_BN_11_319FA_173AB_SETF,319FA/173AB/SETF,32,0,319FA,11,1,1
4,EM_USARMY_BN_11_501FS_173AB_SETF,501FS/173AB/SETF,32,0,501FSC,11,1,1
5,EM_USARMY_BN_11_74LRS_173AB_SETF,74LRS/173AB/SETF,32,0,74LRS,11,1,1
