value,name,desc,prv,bv,bumper,div,bde,new
1,EM_USARMY_BN_20_1_29_INFANTRY,1-29 Infantry,32,0,1-29INF,20,1,1
2,EM_USARMY_BN_20_2_29_INFANTRY,2-29 Infantry,32,0,2-29INF,20,1,1
3,EM_USARMY_BN_20_1_11_INFANTRY,1-11 Infantry,32,0,1-11INF,20,1,1
