value,name,desc,new
0,EM_USARMY_BDE_OTHER,Other,1
1,EM_USARMY_BDE_1ST_BRIGADE,1st Brigade,1
2,EM_USARMY_BDE_2ND_BRIGADE,2nd Brigade,1
3,EM_USARMY_BDE_3RD_BRIGADE,3rd Brigade,1
4,EM_USARMY_BDE_4TH_BRIGADE,4th Brigade,1
5,EM_USARMY_BDE_AVIATION_BDE,Aviation Bde,1
6,EM_USARMY_BDE_ENGINEER_BDE,Engineer Bde,1
7,EM_USARMY_BDE_DIVARTY,DIVARTY,1
8,EM_USARMY_BDE_DISCOM,DISCOM,1
