value,name,desc,deleted,new,SISO
0,ENTITY_MARKING_UNUSED,Unused,0,0,0
1,ENTITY_MARKING_ASCII,ASCII,0,0,0
2,ENTITY_MARKING_US_ARMY,U.S. Army Marking,0,0,0
3,ENTITY_MARKING_DIGIT_CHEVRON,Digit Chevron,0,0,0
