value,name,desc,new
0,GRP_MEM_TYPE_NOT_SPECIFIED,Not Specified,1
1,GRP_MEM_TYPE_GROUP_LEADER,Group Leader,1
2,GRP_MEM_TYPE_GROUP_MEMBER,Group Member,1
3,GRP_MEM_TYPE_FORMATION_LEADER,Formation Leader,1
4,GRP_MEM_TYPE_FORMATION_MEMBER,Formation Member,1
5,GRP_MEM_TYPE_CONVOY_LEADER,Convoy Leader,1
6,GRP_MEM_TYPE_CONVOY_MEMBER,Convoy Member,1
