value,name,desc,deleted,new,SISO
0,PDU_STATUS_CEI_NOT_COUPLED,Not Coupled,0,1,1
1,PDU_STATUS_CEI_COUPLED,Coupled,0,1,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
