value,name,desc,new
0,PLAT_COND_EXT_DMG_NOT_SPECIFIED,Not Specified,1
1,PLAT_COND_EXT_DMG_SLIGHT,Slight,1
2,PLAT_COND_EXT_DMG_MODERATE,Moderate,1
3,PLAT_COND_EXT_DMG_HEAVY,Heavy,1
