value,name,desc
0,LF_WEAPON_STATE_NONE,None
1,LF_WEAPON_STATE_STOWED,Stowed
2,LF_WEAPON_STATE_DEPLOYED,Deployed
3,LF_WEAPON_STATE_FIRING_POSITION,Firing Position
