value,name,desc,new
0,DISGUISE_STATUS_NOT_SPECIFIED,Not Specified,1
1,DISGUISE_STATUS_NO_DISGUISE,No Disguise,1
2,DISGUISE_STATUS_DISGUISED,Disguised,1
3,DISGUISE_STATUS_INDISTINGUISHABLE,Indistinguishable,1
