value,name,national_desc,nato_desc,comm_designation_desc,deleted,new,SISO
37845,EMITTER_UK_MK_10,UK MK 10,0,0,0,0,0
37850,EMITTER_UPS_220C,UPS-220C,0,0,0,0,0
37890,EMITTER_UPX_1_10,UPX 1 10,0,0,0,0,0
37935,EMITTER_UPX_27,UPX 27,0,0,0,0,0
37980,EMITTER_URN_20,URN 20,0,0,0,0,0
38025,EMITTER_URN_25,URN 25,0,0,0,0,0
38045,EMITTER_VOLEX_III_IV,VOLEX III/IV,0,0,0,0,0
38070,EMITTER_W8818,W8818,0,0,0,0,0
38115,EMITTER_W8838,W8838,0,0,0,0,0
38120,EMITTER_W8852,W8852,0,0,0,0,0
38160,EMITTER_WAS_74S,WAS-74S,0,0,0,0,0
38205,EMITTER_WASP_HEAD,0,Wasp Head,0,0,0,0
38210,EMITTER_WATCHDOG,WATCHDOG,0,0,0,0,0
38250,EMITTER_WATCH_GUARD,0,Watch Guard,0,0,0,0
38260,EMITTER_WATCHMAN,Watchman,0,0,0,0,0
38295,EMITTER_WESTERN_ELECTRIC_MK_10,0,0,Western Electric MK 10,0,0,0
38320,EMITTER_WESTINGHOUSE_ADR_4_LRSR,0,0,Westinghouse ADR-4 LRSR,0,0,0
38340,EMITTER_WESTINGHOUSE_ELECTRIC_SPG_50,0,0,Westinghouse Electric SPG 50,0,0,0
38385,EMITTER_WESTINGHOUSE_ELECTRIC_W_120,0,0,Westinghouse Electric W 120,0,0,0
38430,EMITTER_WESTINGHOUSE_SPS_29C,0,0,Westinghouse SPS 29C,0,0,0
38475,EMITTER_WESTINGHOUSE_SPS_37,0,0,Westinghouse SPS 37,0,0,0
38520,EMITTER_WET_EYE,Wet Eye,0,0,0,0,0
38565,EMITTER_WET_EYE_MOD,Wet Eye Mod,0,0,0,0,0
38570,EMITTER_WGU_41_B,WGU-41/B,0,0,0,0,0
38572,EMITTER_WGU_44_B,WGU-44/B,0,0,0,0,0
38610,EMITTER_WHIFF,0,Whiff,0,0,0,0
38655,EMITTER_WHIFF_BRICK,0,Whiff Brick,0,0,0,0
38700,EMITTER_WHIFF_FIRE,0,Whiff Fire,0,0,0,0
38715,EMITTER_WHITE_HOUSE,0,WHITE HOUSE,0,0,0,0
38745,EMITTER_WILD_CARD,Wild Card,0,0,0,0,0
38790,EMITTER_WITCH_EIGHT,0,Witch Eight,0,0,0,0
38835,EMITTER_WITCH_FIVE,0,Witch Five,0,0,0,0
38880,EMITTER_WM2X_SERIES,WM2X Series,0,0,0,0,0
38925,EMITTER_WM2X_SERIES_CAS,WM2X Series CAS,0,0,0,0,0
38950,EMITTER_WSR_74C,WSR-74C,0,0,0,0,0
38955,EMITTER_WSR_74S,WSR-74S,0,0,0,0,0
38970,EMITTER_WOOD_GAGE,0,Wood Gage,0,0,0,0
39015,EMITTER_YARD_RAKE,0,Yard Rake,0,0,0,0
39060,EMITTER_YEW_LOOP,0,Yew Loop,0,0,0,0
39105,EMITTER_YO_YO,0,Yo-Yo,0,0,0,0
39200,EMITTER_AN_ALQ_136V1,AN/ALQ-136(V)1,0,0,0,1,1
39201,EMITTER_AN_ALQ_136V2,AN/ALQ-136(V)2,0,0,0,1,1
39202,EMITTER_AN_ALQ_136V3,AN/ALQ-136(V)3,0,0,0,1,1
39203,EMITTER_AN_ALQ_136V4,AN/ALQ-136(V)4,0,0,0,1,1
39204,EMITTER_AN_ALQ_136V5,AN/ALQ-136(V)5,0,0,0,1,1
39210,EMITTER_AN_ALQ_162_V2,AN/ALQ-162(V)2 (see also 1638),0,0,0,1,1
39211,EMITTER_AN_ALQ_162_V3,AN/ALQ-162(V)3,0,0,0,1,1
39212,EMITTER_AN_ALQ_162_V4,AN/ALQ-162(V)4,0,0,0,1,1
64000,EMITTER_AN_ALR_46,AN/ALR-46,0,0,0,1,1
64010,EMITTER_DELETED_ALR_56,ALR-56,,,1,1,1
64020,EMITTER_AN_ALR_59,AN/ALR-59,,,0,1,1
64030,EMITTER_AN_ALR_67,AN/ALR-67,,,0,1,1
64032,EMITTER_DELETED_ALR_69,ALR-69,,,1,1,1
64045,EMITTER_AN_AYR_2,AN/AYR-2,,,0,1,1
64048,EMITTER_PASTEL,Pastel,,,0,1,1
64050,EMITTER_SERVAL,Serval,,,0,1,1
64060,EMITTER_SHERLOC,Sherloc,,,0,1,1
64061,EMITTER_SHERLOCVF,Sherlocvf,,,0,1,1
64070,EMITTER_SIRENA_2,Sirena-2,,,0,1,1
64080,EMITTER_SIRENA_3,Sirena-3,,,0,1,1
64090,EMITTER_SIRENA_3M,Sirena-3M,,,0,1,1
64100,EMITTER_SKY_GUARDIAN,Sky Guardian,,,0,1,1
64110,EMITTER_SPO_15,SPO-15,,,0,1,1
64120,EMITTER_SPS_200,SPS-200,,,0,1,1
64130,EMITTER_KJ_200,KJ-200,,,0,1,1
64135,EMITTER_KJ_8602,KJ-8602,,,0,1,1
65000,EMITTER_FLANKER,Flanker,,,0,1,1
65010,EMITTER_FOXHOUND,Foxhound,,,0,1,1
65020,EMITTER_FULCRUM,Fulcrum,,,0,1,1
65030,EMITTER_FOXBAT,Foxbat,,,0,1,1
65040,EMITTER_CHAPARRAL,Chaparral,,,0,1,1
65043,EMITTER_HIND,Hind,,,0,1,1
65044,EMITTER_HAVOC,Havoc,,,0,1,1
