value,name,national_desc,nato_desc,comm_designation_desc,deleted,new,SISO
24615,EMITTER_PRIMUS_300SL,PRIMUS 300SL,0,0,0,0,0
24620,EMITTER_PRIMUS_3000,0,0,Primus 3000,0,0,0
24650,EMITTER_PS_05A,PS-05A,0,0,0,0,0
24660,EMITTER_PS_46_A,PS 46 A,0,0,0,0,0
24705,EMITTER_PS_70_R,PS 70 R,0,0,0,0,0
24710,EMITTER_PS_890,PS-890,0,0,0,0,0
24750,EMITTER_PUFF_BALL,0,Puff Ball,0,0,0,0
24770,EMITTER_R_76,R-76,0,0,0,0,0
24780,EMITTER_RAC_30,0,0,RAC-30,0,0,0
24795,EMITTER_RACAL_1229,0,0,Racal 1229,0,0,0
24840,EMITTER_RACAL_AC_2690_BT,0,0,Racal AC 2690 BT,0,0,0
24885,EMITTER_RACAL_DECCA_1216,0,0,Racal Decca 1216,0,0,0
24930,EMITTER_RACAL_DECCA_360,0,0,Racal Decca 360,0,0,0
24975,EMITTER_RACAL_DECCA_AC_1290,0,0,Racal Decca AC 1290,0,0,0
25020,EMITTER_RACAL_DECCA_TM_1229,0,0,Racal Decca TM 1229,0,0,0
25065,EMITTER_RACAL_DECCA_TM_1626,0,0,Racal Decca TM 1626,0,0,0
25110,EMITTER_RACAL_DRBN_34A,0,0,Racal DRBN 34A,0,0,0
25155,EMITTER_RADAR_24,0,0,Radar 24,0,0,0
25200,EMITTER_RAN_7S,RAN 7S,0,0,0,0,0
25205,EMITTER_RAN_10S,RAN 10S,0,0,0,0,0
25245,EMITTER_RAN_11_LX,RAN 11 LX,0,0,0,0,0
25260,EMITTER_RAPIER_TA,Rapier TA,0,0,0,0,0
25265,EMITTER_RAPIER_2000_TA,Rapier 2000 TA,0,Dagger,0,0,0
25270,EMITTER_RAPIER_MG,Rapier MG,0,0,0,0,0
25280,EMITTER_RAT_31S,RAT-31S,0,0,0,0,0
25285,EMITTER_RATAC_LCT,RATAC (LCT),0,0,0,0,0
25290,EMITTER_RAYTHEON_1220,0,0,Raytheon 1220,0,0,0
25300,EMITTER_RAYTHEON_1302,0,0,Raytheon 1302,0,0,0
25335,EMITTER_RAYTHEON_1500,0,0,Raytheon 1500,0,0,0
25380,EMITTER_RAYTHEON_1645,0,0,Raytheon 1645,0,0,0
25425,EMITTER_RAYTHEON_1650,0,0,Raytheon 1650,0,0,0
25470,EMITTER_RAYTHEON_1900,0,0,Raytheon 1900,0,0,0
25515,EMITTER_RAYTHEON_2502,0,0,Raytheon 2502,0,0,0
25560,EMITTER_RAYTHEON_TM_1650_6X,0,0,Raytheon TM 1650/6X,0,0,0
25605,EMITTER_RAYTHEON_TM_1660_12S,0,0,Raytheon TM 1660/12S,0,0,0
25630,EMITTER_RAY_1220XR,RAY-1220XR,0,0,0,0,0
25635,EMITTER_RAY_1401,0,0,RAY-1401,0,0,0
25650,EMITTER_RAY_2900,0,0,Ray 2900,0,0,0
25695,EMITTER_RAYPATH,0,0,Raypath,0,0,0
25735,EMITTER_RBE2,RBE2,0,0,0,0,0
25740,EMITTER_RDM,RDM,0,0,0,0,0
25760,EMITTER_RDY,RDY,0,0,0,0,0
25785,EMITTER_RDN_72,RDN 72,0,0,0,0,0
25830,EMITTER_RDR_1A,RDR 1A,0,0,0,0,0
25835,EMITTER_RDR_1E,RDR 1E,0,0,0,0,0
25840,EMITTER_RDR_4A,RDR 4A,0,0,0,0,0
25875,EMITTER_RDR_1200,RDR 1200,0,0,0,0,0
25885,EMITTER_RDR_1400,RDR 1400,0,0,0,0,0
25890,EMITTER_RDR_1400_C,RDR 1400 C,0,0,0,0,0
25895,EMITTER_RDR_1500,RDR 1500,0,0,0,0,0
25920,EMITTER_RICE_LAMP,0,Rice Lamp,0,0,0,0
25965,EMITTER_RICE_PAD,0,Rice Pad,0,0,0,0
26010,EMITTER_RICE_SCREEN,0,Rice Screen,0,0,0,0
26020,EMITTER_ROCKWELL_COLLINS_FMR_200X,0,0,Rockwell Collins FMR-200X,0,1,1
26055,EMITTER_ROLAND_BN,ROLAND BN,0,0,0,0,0
26100,EMITTER_ROLAND_MG,ROLAND MG,0,0,0,0,0
26145,EMITTER_ROLAND_TA,ROLAND TA,0,0,0,0,0
26190,EMITTER_ROLAND_TT,ROLAND TT,0,0,0,0,0
26235,EMITTER_ROUND_BALL,0,Round Ball,0,0,0,0
26280,EMITTER_ROUND_HOUSE,0,Round House,0,0,0,0
26325,EMITTER_ROUND_HOUSE_B,0,Round House B,0,0,0,0
26330,EMITTER_RT_02_50,RT-02/50,0,0,0,0,0
26350,EMITTER_RTN_1A,RTN-1A,0,0,0,0,0
26370,EMITTER_RV2,RV2,0,0,0,0,0
26415,EMITTER_RV3,RV3,0,0,0,0,0
26460,EMITTER_RV5,RV5,0,0,0,0,0
26505,EMITTER_RV10,RV10,0,0,0,0,0
26550,EMITTER_RV17,RV17,0,0,0,0,0
26595,EMITTER_RV18,RV18,0,0,0,0,0
26610,EMITTER_RV_377,RV-377,0,0,0,0,0
26640,EMITTER_RV_UM,RV UM,0,0,0,0,0
26660,EMITTER_RXN_2_60,0,0,RXN 2-60,0,0,0
26670,EMITTER_S_1810CD,S-1810CD,0,0,0,0,0
26685,EMITTER_SA_2_GUIDELINE,0,SA 2 Guideline,0,0,0,0
26730,EMITTER_SA_3_GOA,0,SA 3 Goa,0,0,0,0
26775,EMITTER_SA_8_GECKO_DT,0,SA 8 Gecko DT,0,0,0,0
26795,EMITTER_SA_12_TELAR_ILL,0,SA-12 TELAR ILL,0,0,0,0
26820,EMITTER_SA_N_7_GADFLY_TI,0,SA N 7 Gadfly TI,0,0,0,0
26865,EMITTER_SA_N_11_CADS_1_UN,0,SA N 11 Cads 1 UN,0,0,0,0
26910,EMITTER_SALT_POT_A_AND_B,0,Salt Pot A and B,0,0,0,0
26955,EMITTER_SATURNE_II,SATURNE II,0,0,0,0,0
27000,EMITTER_SCAN_CAN,0,Scan Can,0,0,0,0
27045,EMITTER_SCAN_FIX,0,Scan Fix,0,0,0,0
27090,EMITTER_SCAN_ODD,0,Scan Odd,0,0,0,0
27135,EMITTER_SCAN_THREE,0,Scan Three,0,0,0,0
27140,EMITTER_SCANTER_CSR,SCANTER (CSR),0,0,0,0,0
27141,EMITTER_SCORADS,SCORADS,0,0,0,0,0
27150,EMITTER_SCOREBOARD,0,SCOREBOARD,0,0,0,0
27180,EMITTER_SCOUP_PLATE,0,Scoup Plate,0,0,0,0
27190,EMITTER_SCR_584,SCR-584,0,0,0,0,0
27225,EMITTER_SEA_ARCHER_2,Sea Archer 2,0,0,0,0,0
27270,EMITTER_SEA_HUNTER_4_MG,Sea Hunter 4 MG,0,0,0,0,0
27315,EMITTER_SEA_HUNTER_4_TA,Sea Hunter 4 TA,0,0,0,0,0
27360,EMITTER_SEA_HUNTER_4_TT,Sea Hunter 4 TT,0,0,0,0,0
27405,EMITTER_SEA_GULL,0,Sea Gull,0,0,0,0
27450,EMITTER_SEA_NET,0,Sea Net,0,0,0,0
27495,EMITTER_SEA_SPRAY,Sea Spray,0,0,0,0,0
27540,EMITTER_SEA_TIGER,Sea Tiger,0,0,0,0,0
27570,EMITTER_SEARCHWATER,Searchwater,0,0,0,0,0
27585,EMITTER_SELENIA_ORION_7,0,0,Selenia Orion 7,0,0,0
27630,EMITTER_SELENIA_TYPE_912,0,0,Selenia type 912,0,0,0
27675,EMITTER_SELENNIA_RAN_12_L_X,0,0,Selennia RAN 12 L/X,0,0,0
27720,EMITTER_SELENNIA_RTN_10X,0,0,Selennia RTN 10X,0,0,0
27765,EMITTER_SELINIA_ARP_1645,0,0,Selinia ARP 1645,0,0,0
27810,EMITTER_SGR_102_00,SGR 102 00,0,0,0,0,0
27855,EMITTER_SGR_103_02,SGR 103/02,0,0,0,0,0
27870,EMITTER_SGR_104,SGR-104,0,0,0,0,0
27900,EMITTER_SHEET_BEND,0,Sheet Bend,0,0,0,0
27945,EMITTER_SHEET_CURVE,0,Sheet Curve,0,0,0,0
27990,EMITTER_SHIP_GLOBE,0,Ship Globe,0,0,0,0
28035,EMITTER_SHIP_WHEEL,0,Ship Wheel,0,0,0,0
28080,EMITTER_SGR_114,SGR 114,0,0,0,0,0
28125,EMITTER_SHORE_WALK_A,0,Shore Walk A,0,0,0,0
28170,EMITTER_SHORT_HORN,0,Short Horn,0,0,0,0
28215,EMITTER_SHOT_DOME,0,Shot Dome,0,0,0,0
28260,EMITTER_SIDE_GLOBE_JN,0,Side Globe JN,0,0,0,0
28280,EMITTER_SIDE_NET,PRV-11,Side Net,0,0,0,0
28305,EMITTER_SIDE_WALK_A,0,Side Walk A,0,0,0,0
28350,EMITTER_SIGNAAL_DA_02,0,0,Signaal DA 02,0,0,0
28395,EMITTER_SIGNAAL_DA_05,0,0,Signaal DA 05,0,0,0
28440,EMITTER_SIGNAAL_DA_08,0,0,Signaal DA 08,0,0,0
28485,EMITTER_SIGNAAL_LW_08,0,0,Signaal LW 08,0,0,0
28530,EMITTER_SIGNAAL_LWOR,0,0,Signaal LWOR,0,0,0
28575,EMITTER_SIGNAAL_M45,0,0,Signaal M45,0,0,0
28620,EMITTER_SIGNAAL_MW_08,0,0,Signaal MW 08,0,0,0
28665,EMITTER_SIGNAAL_SMART,0,0,Signaal SMART,0,0,0
28710,EMITTER_SIGNAAL_STING,0,0,Signaal STING,0,0,0
28755,EMITTER_SIGNAAL_STIR,0,0,Signaal STIR,0,0,0
28800,EMITTER_SIGNAAL_WM_20_2,0,0,Signaal WM 20/2,0,0,0
28845,EMITTER_SIGNAAL_WM_25,0,0,Signaal WM 25,0,0,0
28890,EMITTER_SIGNAAL_WM_27,0,0,Signaal WM 27,0,0,0
28935,EMITTER_SIGNAAL_WM_28,0,0,Signaal WM 28,0,0,0
28980,EMITTER_SIGNAAL_ZW_01,0,0,Signaal ZW 01,0,0,0
29025,EMITTER_SIGNAAL_ZW_06,0,0,Signaal ZW 06,0,0,0
29070,EMITTER_SKI_POLE,0,Ski Pole,0,0,0,0
29115,EMITTER_SKIN_HEAD,0,Skin Head,0,0,0,0
29160,EMITTER_SKIP_SPIN,0,Skip Spin,0,0,0,0
29185,EMITTER_SKYGUARD_TA,SKYGUARD TA,0,UAR-1021,0,0,0
29190,EMITTER_SKYGUARD_TT,SKYGUARD TT,0,UAR-1021,0,0,0
29205,EMITTER_SKY_WATCH,0,Sky Watch,0,0,0,0
29215,EMITTER_SKYSHADOW,0,0,SKYSHADOW,0,0,0
29220,EMITTER_SKYSHIELD_TA,SKYSHIELD TA,0,0,0,0,0
29250,EMITTER_SL,SL,0,0,0,0,0
29270,EMITTER_SL_ALQ_234,SL/ALQ-234,0,0,0,0,0
29295,EMITTER_SLAP_SHOT_E,0,Slap Shot E,0,0,0,0
29340,EMITTER_SLIM_NET,0,Slim Net,0,0,0,0
29385,EMITTER_SLOT_BACK_A,0,Slot Back A,0,0,0,0
29400,EMITTER_SLOT_BACK_ILL,0,Slot Back ILL,0,0,0,0
29430,EMITTER_SLOT_BACK_B,0,Slot Back B,0,0,0,0
29440,EMITTER_SLOT_REST,0,Slot Rest,0,0,0,0
29475,EMITTER_SMA_3_RM,0,0,SMA 3 RM,0,0,0
29520,EMITTER_SMA_3_RM_20,0,0,SMA 3 RM 20,0,0,0
29565,EMITTER_SMA_3RM_20A_SMG,0,0,SMA 3RM 20A/SMG,0,0,0
29610,EMITTER_SMA_BPS_704,0,0,SMA BPS 704,0,0,0
29655,EMITTER_SMA_SPIN_749_V_2,0,0,SMA SPIN 749 (V) 2,0,0,0
29700,EMITTER_SMA_SPN_703,0,0,SMA SPN 703,0,0,0
29745,EMITTER_SMA_SPN_751,0,0,SMA SPN 751,0,0,0
29790,EMITTER_SMA_SPOS_748,0,0,SMA SPOS 748,0,0,0
29835,EMITTER_SMA_SPQ_2,0,0,SMA SPQ 2,0,0,0
29880,EMITTER_SMA_SPQ_2D,0,0,SMA SPQ 2D,0,0,0
29925,EMITTER_SMA_SPQ_701,0,0,SMA SPQ 701,0,0,0
29970,EMITTER_SMA_SPS_702_UPX,0,0,SMA SPS 702 UPX,0,0,0
30015,EMITTER_SMA_ST_2_OTOMAT_II_MH,0,0,SMA ST 2 OTOMAT II MH,0,0,0
30060,EMITTER_SMA_718_BEACON,0,0,SMA 718 Beacon,0,0,0
30080,EMITTER_SNAP_SHOT,0,Snap Shot,0,0,0,0
30105,EMITTER_SNOOP_DRIFT,0,Snoop Drift,0,0,0,0
30150,EMITTER_SNOOP_HEAD,0,Snoop Head,0,0,0,0
30195,EMITTER_SNOOP_PAIR,0,Snoop Pair,0,0,0,0
30240,EMITTER_SNOOP_PLATE,0,Snoop Plate,0,0,0,0
30285,EMITTER_SNOOP_SLAB,0,Snoop Slab,0,0,0,0
30330,EMITTER_SNOOP_TRAY,0,Snoop Tray,0,0,0,0
30375,EMITTER_SNOOP_TRAY_1,0,Snoop Tray 1,0,0,0,0
30420,EMITTER_SNOOP_TRAY_2,0,Snoop Tray 2,0,0,0,0
30465,EMITTER_SNOOP_WATCH,0,Snoop Watch,0,0,0,0
30470,EMITTER_SNOW_DRIFT,9S18M1,Snow Drift,0,0,0,0
30510,EMITTER_SO_1,SO-1,0,0,0,0,0
30520,EMITTER_SO_12,SO-12,0,0,0,0,0
30555,EMITTER_SO_A_COMMUNIST,SO A Communist,0,0,0,0,0
30580,EMITTER_SO_69,SO-69,0,0,0,0,0
30600,EMITTER_SOCK_EYE,0,Sock Eye,0,0,0,0
30645,EMITTER_SOM_64,SOM 64,0,0,0,0,0
30670,EMITTER_SPADA_TT,0,SPADA TT,0,0,0,0
30690,EMITTER_SPARROW_AIM_RIM_7_ILL,Sparrow (AIM/RIM-7) ILL,0,0,0,0,0
30700,EMITTER_SPERRY_M_3,0,0,Sperry M-3,0,0,0
30735,EMITTER_SPG_53F,SPG 53F,0,0,0,0,0
30780,EMITTER_SPG_70_RTN_10X,SPG 70 (RTN 10X),0,0,0,0,0
30825,EMITTER_SPG_74_RTN_20X,SPG 74 (RTN 20X),0,0,0,0,0
30870,EMITTER_SPG_75_RTN_30X,SPG 75 (RTN 30X),0,0,0,0,0
30915,EMITTER_SPG_76_RTN_30X,SPG 76 (RTN 30X),0,0,0,0,0
30960,EMITTER_SPIN_SCAN_A,0,Spin Scan A,0,0,0,0
31005,EMITTER_SPIN_SCAN_B,0,Spin Scan B,0,0,0,0
31050,EMITTER_SPIN_TROUGH,0,Spin Trough,0,0,0,0
31095,EMITTER_SPLASH_DROP,0,Splash Drop,0,0,0,0
31140,EMITTER_SPN_35A,SPN 35A,0,0,0,0,0
31185,EMITTER_SPN_41,SPN 41,0,0,0,0,0
31230,EMITTER_SPN_42,SPN 42,0,0,0,0,0
31275,EMITTER_SPN_43A,SPN 43A,0,0,0,0,0
31320,EMITTER_SPN_43B,SPN 43B,0,0,0,0,0
31365,EMITTER_SPN_44,SPN 44,0,0,0,0,0
31410,EMITTER_SPN_46,SPN 46,0,0,0,0,0
31455,EMITTER_SPN_703,SPN 703,0,0,0,0,0
31500,EMITTER_SPN_728_V_1,SPN 728 (V) 1,0,0,0,0,0
31545,EMITTER_SPN_748,SPN 748,0,0,0,0,0
31590,EMITTER_SPN_750,SPN 750,0,0,0,0,0
31635,EMITTER_SPONGE_CAKE,0,Sponge Cake,0,0,0,0
31680,EMITTER_SPOON_REST,P-12,Spoon Rest,0,0,0,0
31681,EMITTER_SPOON_REST_A,P-18,Spoon Rest A,0,0,0,0
31682,EMITTER_SPOON_REST_B,P-18,Spoon Rest B,0,0,0,0
31684,EMITTER_SPOON_REST_D,P-18,Spoon Rest D,0,0,0,0
31725,EMITTER_SPQ_712_RAN_12_L_X,SPQ 712 (RAN 12 L/X),0,0,0,0,0
31770,EMITTER_SPS_6C,SPS 6C,0,0,0,0,0
31815,EMITTER_SPS_10F,SPS 10F,0,0,0,0,0
31860,EMITTER_SPS_12,SPS 12,0,0,0,0,0
31905,EMITTER_DELETED_SPS_58,SPS 58,0,0,1,0,0
31950,EMITTER_DELETED_SPS_64,SPS 64,0,0,1,0,0
31995,EMITTER_SPS_768_RAN_EL,SPS 768 (RAN EL),0,0,0,0,0
32040,EMITTER_SPS_774_RAN_10S,SPS 774 (RAN 10S),0,0,0,0,0
32085,EMITTER_SPY_790,SPY 790,0,0,0,0,0
32130,EMITTER_SQUARE_HEAD,0,Square Head,0,0,0,0
32175,EMITTER_SQUARE_PAIR,0,Square Pair,0,0,0,0
32220,EMITTER_SQUARE_SLOT,0,Square Slot,0,0,0,0
32265,EMITTER_SQUARE_TIE,0,Square Tie,0,0,0,0
32310,EMITTER_SQUASH_DOME,0,Squash Dome,0,0,0,0
32330,EMITTER_SQUAT_EYE,P-15M,Squat Eye,0,0,0,0
32355,EMITTER_SQUINT_EYE,0,Squint Eye,0,0,0,0
32400,EMITTER_SRN_6,SRN 6,0,0,0,0,0
32445,EMITTER_SRN_15,SRN 15,0,0,0,0,0
32490,EMITTER_SRN_745,SRN 745,0,0,0,0,0
32535,EMITTER_SRO_1,SRO 1,0,0,0,0,0
32580,EMITTER_SRO_2,SRO 2,0,0,0,0,0
32625,EMITTER_SS_C_2B_SAMLET_MG,0,SS C 2B Samlet MG,0,0,0,0
32670,EMITTER_SS_N_2A_B_CSSC,0,SS N 2A B CSSC,0,0,0,0
32715,EMITTER_SS_N_2A_B_CSSC_2A_3A2_MH,0,SS N 2A B CSSC 2A 3A2 MH,0,0,0,0
32760,EMITTER_SS_N_2C_SEEKER,0,SS N 2C Seeker,0,0,0,0
32805,EMITTER_SS_N_2C_D_STYX,0,SS N 2C D Styx,0,0,0,0
32850,EMITTER_SS_N_2C_D_STYX_C_D_MH,0,SS N 2C D Styx C D MH,0,0,0,0
32895,EMITTER_SS_N_3_SSC_SS_C_18_BN,0,SS N 3 SSC SS C 18 BN,0,0,0,0
32940,EMITTER_SS_N_3B_SEPAL_AL,0,SS N 3B Sepal AL,0,0,0,0
32985,EMITTER_SS_N_3B_SEPAL_MH,0,SS N 3B Sepal MH,0,0,0,0
33030,EMITTER_SS_N_9_SIREN,0,SS N 9 Siren,0,0,0,0
33075,EMITTER_SS_N_9_SIREN_AL,0,SS N 9 Siren AL,0,0,0,0
33120,EMITTER_SS_N_9_SIREN_MH,0,SS N 9 Siren MH,0,0,0,0
33165,EMITTER_SS_N_12_SANDBOX_AL,0,SS N 12 Sandbox AL,0,0,0,0
33210,EMITTER_SS_N_12_SANDBOX_MH,0,SS N 12 Sandbox MH,0,0,0,0
33255,EMITTER_SS_N_19_SHIPWRECK,0,SS N 19 Shipwreck,0,0,0,0
33300,EMITTER_SS_N_19_SHIPWRECK_AL,0,SS N 19 Shipwreck AL,0,0,0,0
33345,EMITTER_SS_N_19_SHIPWRECK_MH,0,SS N 19 Shipwreck MH,0,0,0,0
33390,EMITTER_SS_N_21_AL,0,SS N 21 AL,0,0,0,0
33435,EMITTER_SS_N_22_SUNBURN,0,SS N 22 Sunburn,0,0,0,0
33480,EMITTER_SS_N_22_SUNBURN_MH,0,SS N 22 Sunburn MH,0,0,0,0
33525,EMITTER_STONE_CAKE,0,Stone Cake,0,0,0,0
33570,EMITTER_STR_41,STR 41,0,0,0,0,0
33590,EMITTER_STRAIGHT_FLUSH_TA,0,Straight Flush TA,0,0,0,0
33595,EMITTER_STRAIGHT_FLUSH_TT,0,Straight Flush TT,0,0,0,0
33600,EMITTER_STRAIGHT_FLUSH_ILL,0,Straight Flush ILL,0,0,0,0
33615,EMITTER_STRIKE_OUT,0,Strike Out,0,0,0,0
33660,EMITTER_STRUT_CURVE,0,Strut Curve,0,0,0,0
33705,EMITTER_STRUT_PAIR,0,Strut Pair,0,0,0,0
33750,EMITTER_STRUT_PAIR_1,0,Strut Pair 1,0,0,0,0
33795,EMITTER_STRUT_PAIR_2,0,Strut Pair 2,0,0,0,0
33840,EMITTER_SUN_VISOR,0,Sun Visor,0,0,0,0
33860,EMITTER_SUPERFLEDERMAUS,Superfledermaus,0,0,0,0,0
33885,EMITTER_SWIFT_ROD_1,0,Swift Rod 1,0,0,0,0
33930,EMITTER_SWIFT_ROD_2,0,Swift Rod 2,0,0,0,0
33975,EMITTER_T1166,0,T1166,0,0,0,0
34020,EMITTER_T1171,0,T1171,0,0,0,0
34040,EMITTER_T1202,0,T1202,0,0,0,0
34065,EMITTER_T6004,0,T6004,0,0,0,0
34110,EMITTER_T6031,0,T6031,0,0,0,0
34155,EMITTER_T8067,0,T8067,0,0,0,0
34200,EMITTER_T8068,0,T8068,0,0,0,0
34245,EMITTER_T8124,0,T8124,0,0,0,0
34290,EMITTER_T8408,0,T8408,0,0,0,0
34335,EMITTER_T8911,0,T8911,0,0,0,0
34380,EMITTER_T8937,0,T8937,0,0,0,0
34425,EMITTER_T8944,0,T8944,0,0,0,0
34470,EMITTER_T8987,0,T8987,0,0,0,0
34515,EMITTER_TALL_KING,P-14,Tall King,0,0,0,0
34560,EMITTER_TALL_MIKE,0,Tall Mike,0,0,0,0
34605,EMITTER_TALL_PATH,0,Tall Path,0,0,0,0
34625,EMITTER_TEAM_WORK,0,Team Work,0,0,0,0
34640,EMITTER_THAAD_GBR,THAAD GBR,0,0,0,0,0
34650,EMITTER_THD_225,THD 225,0,0,0,0,0
34670,EMITTER_THD_1940,THD 1940,0,Picador,0,0,0
34695,EMITTER_THD_5500,THD 5500,0,0,0,0,0
34740,EMITTER_THIN_PATH,0,Thin Path,0,0,0,0
34785,EMITTER_THIN_SKIN,PRV-9,Thin Skin,0,0,0,0
34795,EMITTER_THOMPSON_CSF_TA_10,0,0,Thompson CSF TA-10,0,0,0
34830,EMITTER_THOMPSON_CSF_TH_D_1040_NEPTUNE,0,0,Thompson CSF TH D 1040 Neptune,0,0,0
34875,EMITTER_THOMPSON_CSF_CALYPSO,0,0,Thompson CSF Calypso,0,0,0
34920,EMITTER_THOMPSON_CSF_CASTOR,0,0,Thompson CSF CASTOR,0,0,0
34965,EMITTER_THOMPSON_CSF_CASTOR_II,0,0,Thompson CSF Castor II,0,0,0
35010,EMITTER_THOMPSON_CSF_DRBC_32A,0,0,Thompson CSF DRBC 32A,0,0,0
35055,EMITTER_THOMPSON_CSF_DRBJ_11_D_E,0,0,Thompson CSF DRBJ 11 D/E,0,0,0
35100,EMITTER_THOMPSON_CSF_DRBV_15A,0,0,Thompson CSF DRBV 15A,0,0,0
35145,EMITTER_THOMPSON_CSF_DRBV_15C,0,0,Thompson CSF DRBV 15C,0,0,0
35190,EMITTER_THOMPSON_CSF_DRBV_22D,0,0,Thompson CSF DRBV 22D,0,0,0
35235,EMITTER_THOMPSON_CSF_DRBV_23B,0,0,Thompson CSF DRBV 23B,0,0,0
35280,EMITTER_THOMPSON_CSF_DRUA_33,0,0,Thompson CSF DRUA 33,0,0,0
35325,EMITTER_THOMPSON_CSF_MARS_DRBV_21A,0,0,Thompson CSF Mars DRBV 21A,0,0,0
35370,EMITTER_THOMPSON_CSF_SEA_TIGER,0,0,Thompson CSF Sea Tiger,0,0,0
35415,EMITTER_THOMPSON_CSF_TRITON,0,0,Thompson CSF Triton,0,0,0
35460,EMITTER_THOMPSON_CSF_VEGA_WITH_DRBC_32E,0,0,Thompson CSF Vega with DRBC 32E,0,0,0
35480,EMITTER_TRS_2105,TRS-2105,0,TIGER-G,0,0,0
35490,EMITTER_TRS_2100,TRS-2100,0,TIGER-S,0,0,0
35505,EMITTER_TIE_RODS,0,Tie Rods,0,0,0,0
35550,EMITTER_TIN_SHIELD,36D6,Tin Shield,0,0,0,0
35570,EMITTER_TIN_TRAP,0,Tin Trap,0,0,0,0
35580,EMITTER_TIRSPONDER,TIRSPONDER,0,0,0,0,0
35595,EMITTER_TOAD_STOOL_1,0,Toad Stool 1,0,0,0,0
35640,EMITTER_TOAD_STOOL_2,0,Toad Stool 2,0,0,0,0
35685,EMITTER_TOAD_STOOL_3,0,Toad Stool 3,0,0,0,0
35730,EMITTER_TOAD_STOOL_4,0,Toad Stool 4,0,0,0,0
35775,EMITTER_TOAD_STOOL_5,0,Toad Stool 5,0,0,0,0
35800,EMITTER_TOMB_STONE,0,Tomb Stone,0,0,0,0
35820,EMITTER_TOP_BOW,0,Top Bow,0,0,0,0
35865,EMITTER_TOP_DOME,0,Top Dome,0,0,0,0
35910,EMITTER_TOP_KNOT,0,Top Knot,0,0,0,0
35955,EMITTER_TOP_MESH,0,Top Mesh,0,0,0,0
36000,EMITTER_TOP_PAIR,0,Top Pair,0,0,0,0
36045,EMITTER_TOP_PLATE,0,Top Plate,0,0,0,0
36090,EMITTER_TOP_SAIL,0,Top Sail,0,0,0,0
36135,EMITTER_TOP_STEER,0,Top Steer,0,0,0,0
36180,EMITTER_TOP_TROUGH,0,Top Trough,0,0,0,0
36220,EMITTER_SCRUM_HALF_TA,0,Scrum Half TA,0,0,0,0
36225,EMITTER_SCRUM_HALF_TT,0,Scrum Half TT,0,0,0,0
36230,EMITTER_SCRUM_HALF_MG,0,Scrum Half MG,0,0,0,0
36270,EMITTER_TRACK_DISH,0,Track Dish,0,0,0,0
36315,EMITTER_TORSO_M,TORSO M,0,0,0,0,0
36360,EMITTER_TRAP_DOOR,0,Trap Door,0,0,0,0
36380,EMITTER_TRISPONDE,TRISPONDE,0,0,0,0,0
36405,EMITTER_TRS_3033,TRS 3033,0,0,0,0,0
36420,EMITTER_TRS_3405,TRS 3405,0,0,0,0,0
36425,EMITTER_TRS_3410,TRS 3410,0,0,0,0,0
36430,EMITTER_TRS_3415,TRS 3415,0,0,0,0,0
36450,EMITTER_TRS_N,TRS-N,0,0,0,0,0
36495,EMITTER_TSE_5000,TSE 5000,0,0,0,0,0
36540,EMITTER_TSR_333,TSR 333,0,0,0,0,0
36585,EMITTER_TUBE_ARM,0,Tube Arm,0,0,0,0
36630,EMITTER_TWIN_EYES,0,Twin Eyes,0,0,0,0
36675,EMITTER_TWIN_PILL,0,Twin Pill,0,0,0,0
36720,EMITTER_TWIN_SCAN,0,Twin Scan,0,0,0,0
36765,EMITTER_TWIN_SCAN_RO,0,Twin Scan Ro,0,0,0,0
36810,EMITTER_TWO_SPOT,0,Two Spot,0,0,0,0
36855,EMITTER_TYPE_262,TYPE 262,0,0,0,0,0
36900,EMITTER_TYPE_275,TYPE 275,0,0,0,0,0
36945,EMITTER_TYPE_293,TYPE 293,0,0,0,0,0
36990,EMITTER_TYPE_343_SUN_VISOR_B,TYPE 343 SUN VISOR B,0,0,0,0,0
37035,EMITTER_TYPE_347B,TYPE 347B,0,0,0,0,0
37050,EMITTER_TYPE_404ACH,Type-404A(CH),0,0,0,0,0
37080,EMITTER_TYPE_756,Type 756,0,0,0,0,0
37125,EMITTER_TYPE_903,TYPE 903,0,0,0,0,0
37170,EMITTER_TYPE_909_TI,TYPE 909 TI,0,0,0,0,0
37215,EMITTER_TYPE_909_TT,TYPE 909 TT,0,0,0,0,0
37260,EMITTER_TYPE_910,TYPE 910,0,0,0,0,0
37265,EMITTER_TYPE_931CH,TYPE-931(CH),0,0,0,0,0
37305,EMITTER_TYPE_965,TYPE 965,0,0,0,0,0
37350,EMITTER_TYPE_967,TYPE 967,0,0,0,0,0
37395,EMITTER_TYPE_968,TYPE 968,0,0,0,0,0
37440,EMITTER_TYPE_974,TYPE 974,0,0,0,0,0
37485,EMITTER_TYPE_975,TYPE 975,0,0,0,0,0
37530,EMITTER_TYPE_978,TYPE 978,0,0,0,0,0
37575,EMITTER_TYPE_992,TYPE 992,0,0,0,0,0
37620,EMITTER_TYPE_993,TYPE 993,0,0,0,0,0
37665,EMITTER_TYPE_994,TYPE 994,0,0,0,0,0
37710,EMITTER_TYPE_10061,TYPE 1006(1),0,0,0,0,0
37755,EMITTER_TYPE_10062,TYPE 1006(2),0,0,0,0,0
37800,EMITTER_TYPE_1022,TYPE 1022,0,0,0,0,0
