value,name,desc,deleted,new,SISO
0,ENCODING_CLASS_ENCODED_AUDIO,Encoded Audio,0,0,0
1,ENCODING_CLASS_RAW_BINARY_DATA,Raw Binary Data,0,0,0
2,ENCODING_CLASS_APPLICATION_SPECIFIC_DATA,Application-Specific Data,0,0,0
3,ENCODING_CLASS_DATABASE_INDEX,Database Index,0,0,0
