value,name,desc,new
0,LF_ETHN_NOT_SPECIFIED,Not Specified,1
1,LF_ETHN_ASIAN,Asian,1
2,LF_ETHN_PACIFIC_ISLANDER,Pacific Islander,1
3,LF_ETHN_BLACK,Black,1
4,LF_ETHN_EAST_ASIAN,East Asian,1
5,LF_ETHN_HISPANIC,Hispanic,1
6,LF_ETHN_WHITE,White,1
7,LF_ETHN_ARAB,Arab,1
8,LF_ETHN_HOMOGENOUS_CTRY,Homogenous Country Code,1
9,LF_ETHN_INDIGENOUS_CTRY,Indigenous Country Code,1
