value,name,desc
0,ENT_KIND_OTHER,Other
1,ENT_KIND_PLATFORM,Platform
2,ENT_KIND_MUNITION,Munition
3,ENT_KIND_LIFEFORM,Lifeform
4,ENT_KIND_ENVIRONMENTAL,Environmental
5,ENT_KIND_CULTURAL_FEATURE,Cultural Feature
6,ENT_KIND_SUPPLY,Supply
7,ENT_KIND_RADIO,Radio
8,ENT_KIND_EXPENDABLE,Expendable
9,ENT_KIND_SENSOR_EMITTER,Sensor Emitter
