value,name,desc,new
0,PLAT_COND_MTL_NOT_SPECIFIED,Not Specified,1
1,PLAT_COND_MTL_METALLIC,Metallic (shiny),1
2,PLAT_COND_MTL_PLASTIC,Plastic (matte),1
3,PLAT_COND_MTL_ROUGH,Rough (coarse),1
