value,name,desc,deleted,new,SISO
0,PDU_STATUS_RAI_NO_STATEMENT,No Statement,0,1,1
1,PDU_STATUS_RAI_NOT_ATTACHED,Not Attached,0,1,1
2,PDU_STATUS_RAI_ATTACHED,Attached,0,1,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
