value,name,desc
0,APP_CTRL_APPLICATION_OTHER,Other
1,APP_CTRL_APPLICATION_RESOURCE_MANAGER,Resource Manager
2,APP_CTRL_APPLICATION_SIMULATION_MANAGER,Simulation Manager
3,APP_CTRL_APPLICATION_GATEWAY,Gateway
4,APP_CTRL_APPLICATION_STEALTH,Stealth
5,APP_CTRL_APPLICATION_TACTICAL_INTERNET_INTERFACE,Tactical Internet Interface
