value,name,desc,deleted,new,SISO
0,CDT_WEATHER_TYPE_NONE,CDT None,0,0,0
1,CDT_WEATHER_TYPE_DUST,CDT Dust,0,0,0
2,CDT_WEATHER_TYPE_FOG,CDT Fog,0,0,0
3,CDT_WEATHER_TYPE_RAIN,CDT Rain,0,0,0
4,CDT_WEATHER_TYPE_SNOW,CDT Snow,0,0,0
5,CDT_WEATHER_TYPE_TOD,CDT Time of Day,0,0,0
6,CDT_WEATHER_TYPE_WIND,CDT Wind,0,0,0
