value,name,desc,deleted,new,SISO
0,PDU_STATUS_LVCI_NO_STATEMENT,No Statement,0,1,1
1,PDU_STATUS_LVCI_LIVE,Live,0,1,1
2,PDU_STATUS_LVCI_VIRTUAL,Virtual,0,1,1
3,PDU_STATUS_LVCI_CONSTRUCTIVE,Constructive,0,1,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
