value,name,desc,deleted,new,SISO
1,ENCODING_TYPE_8_BIT_MU_LAW,8-Bit Mu-Law,0,0,0
2,ENCODING_TYPE_CVSD_PER_MIL_STD_188_113,CVSD Per MIL-STD-188-113,0,0,0
3,ENCODING_TYPE_ADPCM_PER_CCITT_G_721,ADPCM Per CCITT G.721,0,0,0
4,ENCODING_TYPE_16_BIT_LINEAR_PCM,16-Bit Linear PCM,0,0,0
5,ENCODING_TYPE_8_BIT_LINEAR_PCM,8-Bit Linear PCM,0,0,0
6,ENCODING_TYPE_VQ_VECTOR_QUANTIZATION,VQ (Vector Quantization),0,0,0
