value,name,desc,deleted,new,SISO
0,OBJECT_KIND_OTHER,Other,0,0,0
1,OBJECT_KIND_OBSTACLE,Obstacle,0,0,0
2,OBJECT_KIND_PREPARED_POSITION,Prepared Position,0,0,0
3,OBJECT_KIND_CULTURAL_FEATURE,Cultural Feature,0,0,0
4,OBJECT_KIND_PASSAGEWAY,Passageway,0,0,0
5,OBJECT_KIND_TACTICAL_SMOKE,Tactical Smoke,0,0,0
6,OBJECT_KIND_OBSTACLE_MARKER,Obstacle Marker,0,0,0
7,OBJECT_KIND_OBSTACLE_BREACH,Obstacle Breach,0,0,0
